1,https://www.ahajournals.org/doi/10.1161/jaha.117.002218
2,https://bmcpsychology.biomedcentral.com/articles/10.1186/s40359-021-00585-8
3,https://en.wikipedia.org/wiki/Meditation
4,https://www.mcgill.ca/healthpsychologylab/files/healthpsychologylab/effectiveness_of_traditional_meditation_retreats_a_systematic_review_and_meta-analysis.pdf
5,https://www.scientificamerican.com/article/neuroscience-reveals-the-secrets-of-meditation-s-benefits/
6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6803504/
7,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0205740
8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8942899/
9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3541488/
10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6799951/
