1,https://www.emerald.com/insight/content/doi/10.1108/03090591211204779/full/html?casa_token=7NJXHB3cya4AAAAA:4LFxB8n3gUbkAynindOcuM08RW8BA21gbCHN2Xl5i33ipgLvJ4MP_PCiFiMbRxpebE2rc7U1y6H_GESxDAUqrlMqlyZUIClJL7u9vEe9JsWIFAVw5HmE
2,https://e-flt.nus.edu.sg/v6s12009/prathoomthin.pdf
3,https://link.springer.com/article/10.1007/s40636-014-0003-9
4,https://www.researchgate.net/profile/Bill-Mckelvey/publication/279325469_The_Wisdom_of_Crowds_in_the_Movie_Industry_Towards_New_Solutions_to_Reduce_Uncertainties/links/5829da8808ae138f1bf2f2b7/The-Wisdom-of-Crowds-in-the-Movie-Industry-Towards-New-Solutions-to-Reduce-Uncertainties.pdf
5,https://link.springer.com/article/10.1007/s11151-022-09874-x
6,http://jehdnet.com/journals/jehd/Vol_3_No_2_June_2014/26.pdf
7,https://scholar.google.com/scholar?hl=zh-CN&as_sdt=0%2C5&scioq=From+modernism+to+the+movies%3AThe+globalization+of+american+culture+in+the+20+century&q=From+modernism+to+the+movies%3AThe+globalization+of+american+culture+in+the+20+century&btnG=#:~:text=R%20Pells%C2%A0%2D%20American%20Studies%20in%20Scandinavia%2C%202003%20%2D%20rauli.cbs.dk
8,https://www.jstor.org/stable/20025011
9,https://link.springer.com/article/10.1007/s10796-017-9778-7
10,https://link.springer.com/article/10.1007/s10824-018-9324-6
